"Gene_Name","Gene_ID","Gene_Description","Chromosome","Aliases","Pubmed_ID","Homologene_ID","int_protein"
"HMGB1","3146","HMGB1 high mobility group box 1","13","HMG1; HMG3; SBP-1; DKFZp686A04236; HMGB1","18949382","110676","AES,AGER,AR,ATOH1,C14orf1,C1orf103,CASP3,CEBPB,CRMP1,CSNK1A1,CTCF,CUX1,DNMT1,ERF,FOXA3,FOXC1,HES1,HNRNPK,HOXD9,HR,IRF2,MECP2,MNT,NCAN,NEUROD6,NFKB1,PLAT,PLG,POU5F1,PPP2R3A,PRKCA,PRKDC,RAG1,RASSF4,RB1,RBPJ,RELA,RFX1,SIX5,SOX18,TAF1,TBP,TFE3,TGIF1,TLE1,TLE2,TLR2,TLR4,TP53,TP73,UNC119,ZFP36"
"HOXA10","3206","HOXA10 homeobox A10","7","PL; HOX1; HOX1H; HOX1.8; MGC12859; HOXA10","16424022; 15627890","7365","CREBBP,EP300,FOXO1,GMNN,HOXA10,MEIS1,PBX1,PTPN6,SIRT2,SPI1"
"HOXA11","3207","HOXA11 homeobox A11","7","HOX1; HOX1I; HOXA11","12796396","4033","CREBBP,GMNN,MEIS1"
"HP","3240","HP haptoglobin","16","BP; HPA1S; HP2ALPHA2; MGC111141","17043662","121756","ADAMTS4,C1RL,CD163,CD22,HBB,ITGAM,ITGB2"
"HSPA8","3312","HSPA8 heat shock 70kDa protein 8","11","LAP1; HSC54; HSC70; HSC71; HSP71; HSP73; NIP71; HSPA10; MGC29929; MGC131511; HSPA8","18949382","68524","ABI1,ALDOB,APOB,BAG1,BAG2,BAG3,BAT3,C4orf14,CCT3,CD40,CITED1,CLTA,COL7A1,CXCR4,CYCS,DNAJA1,DNAJA3,DPP3,DYNLL1,ERH,FBP1,GAK,GCH1,GOT2,HDAC3,HSF1,HSP90AA1,HSPA1A,HSPA8,HSPBP1,HSPH1,JAK2,MAPT,PHC1,PPID,RAF1,RB1,REL,RGS2,SP1,STMN1,STUB1,SUMO4,TADA3,TCERG1,TM4SF1,TSSK6,UBC,UCHL1,YWHAG,YWHAQ"
"HTR1B","3351","HTR1B 5-hydroxytryptamine (serotonin) receptor 1B","6","S12; 5-HT1B; HTR1D2; HTR1DB; 5-HT1DB; HTR1B","15604243","669","HTR1A,HTR1B,HTR1D"
"HTRA1","5654","HTRA1 HtrA serine peptidase 1","10","L56; HtrA; ARMD7; ORF480; PRSS11; HTRA1","19424634; 16650464","31114","BMP4,CAST,CDYL,COL1A1,COL2A1,COL3A1,COX5A,FAM46A,FCHSD2,GDF5,GOLGA2,LRP10,PARD6B"
"HTRA2","27429","HTRA2 HtrA serine peptidase 2","2","OMI; PARK13; PRSS25; HTRA2","19424634","113300","APP,BIRC2,BIRC3,BIRC6,BIRC7,CSN1S1,CSN2,DIABLO,MAPK14,PAG1,PEA15,USP7,XIAP"
"HTRA3","94031","HTRA3 HtrA serine peptidase 3","4","Prsp; Tasp; HTRA3","19424634; 16650464","12697","NA"
"HYAL1","3373","HYAL1 hyaluronoglucosaminidase 1","3","NAT6; LUCA1; HYAL-1; MGC45987; HYAL1","20875124","5277","NA"
"HYAL2","8692","HYAL2 hyaluronoglucosaminidase 2","3","LUCA2; HYAL2","20875124","7776","MST1R"
"ID4","3400","ID4 inhibitor of DNA binding 4; dominant negative helix-loop-helix protein","6","IDB4; bHLHb27; ID4","18949382","1186","HES1,ID3,MYOD1,TCF4"
"IFIT4","3437","IFIT3 interferon-induced protein with tetratricopeptide repeats 3","10","IRG2; IFI60; IFIT4; ISG60; RIG-G; CIG-49; GARG-49; IFIT3","18949382","1189","NA"
"IGF1","3479","IGF1 insulin-like growth factor 1 (somatomedin C)","12","IGFI; IGF-I; IGF1A; IGF1","18006148; 15066926; 9279518","515","CTSB,IDE,IGF1R,IGFALS,IGFBP1,IGFBP2,IGFBP3,IGFBP4,IGFBP5,IGFBP6,IGFBP7,IGSF1,NOV,WISP2"
"IGF2","3481","IGF2 insulin-like growth factor 2 (somatomedin A)","11","IGF-II; PP9974; C11orf43; FLJ22066; FLJ44734; IGF2","15066926; 159300340 ","510","GPC3,IDE,IGF1R,IGF2R,IGFBP1,IGFBP2,IGFBP3,IGFBP4,IGFBP5,IGFBP6,IGFBP7,INSR,NOV,PCSK4,PLG,VTN,WISP2"
"IGF2BP2","10644","IGF2BP2 insulin-like growth factor 2 mRNA binding protein 2","3","p62; IMP2; IMP-2; VICKZ2; IGF2BP2","159300340","4774","HNRNPD"
"IGF2BP3","10643","IGF2BP3 insulin-like growth factor 2 mRNA binding protein 3","7","CT98; IMP3; KOC1; IMP-3; VICKZ3; DKFZp686F1078; IGF2BP3","159300340","4773","NA"
"IGFBP1","3484","IGFBP1 insulin-like growth factor binding protein 1","7","AFBP; IBP1; PP12; IGF-BP25; hIGFBP-1; IGFBP1","9279518","498","IGF1,IGF2,MMP26,TF"
"IGFBP3","3486","IGFBP3 insulin-like growth factor binding protein 3","7","IBP3; BP-53; IGFBP3","15066926","500","-,ADAM12,CAV1,CD44,COL1A1,CSNK2A1,CTSD,CTSG,CTSL1,F2,FN1,GPI,GTF3C1,IGF1,IGF1R,IGF2,IGFALS,KLK3,KLKB1,KPNB1,LTBP1,MMP1,MMP2,MMP3,PAPPA2,PLG,POLA2,RXRA,TF"
"IGFBP6","3489","IGFBP6 insulin-like growth factor binding protein 6","12","IBP6","17043662","1641","IGF1,IGF2,TF,UBQLN4"
"IGJ","3512","IGJ immunoglobulin J polypeptide; linker protein for immunoglobulin alpha and mu polypeptides","4","JCH; IGCJ","17043662","16958","CD79A,IGHM"
"IL11","3589","IL11 interleukin 11","19","AGIF; IL-11; IL11","20553623","535","IL11RA,MAGEA11"
"IL20RA","53832","IL20RA interleukin 20 receptor; alpha","6","IL-20R1; ZCYTOR7; FLJ40993; IL20RA","159300340","8685","IL19,IL20,IL20RA,IL24"
"IL8","3576","interleukin 8","4","NAF; GCP1; LECT; LUCT; NAP1; CXCL8; GCP-1; LYNAP; MDNCF; MONAP; NAP-1","11996475","47937","CCL4,CTSL1,CXCR1,CXCR2,DARC,GNAI2,IL12A,IL8,MMP9,PF4,SDC1,WASF1"
"INPP5F","22876","INPP5F inositol polyphosphate-5-phosphatase F","10","SAC2; hSAC2; MSTP007; MSTPO47; FLJ13081; KIAA0966; MGC59773; MGC131851; INPP5F","18949382","8962","NA"
"IP6K1","9807","IP6K1 inositol hexakisphosphate kinase 1","3","PiUS; IHPK1; MGC9925; IP6K1","15604243","56602","EXOSC7"
"ITGAV","3685","ITGAV integrin; alpha V (vitronectin receptor; alpha polypeptide; antigen CD51)","2","CD51; MSK8; VNRA; DKFZp686A08142; ITGAV             ","18949382","20510","ADAM9,ANGPTL3,AUP1,AZGP1,CALR,CD47,CYR61,EDIL3,F2R,ICAM4,ITGB1,ITGB3,ITGB5,ITGB6,ITGB8,L1CAM,MMP14,MMP2,NID1,P2RY2,PAK4,PDGFRA,PLP1,PTK2,SPP1,TGFB1,THY1"
"ITPKC","80271","ITPKC inositol-trisphosphate 3-kinase C","19","IP3KC; IP3-3KC; ITPKC","15604243","11868","NA"
"JPH4","84502","JPH4 junctophilin 4","14","JP4; JPHL1; FLJ34253; KIAA1831","17043662","13034","NA"
"KANK4","163782","KANK4 KN motif and ankyrin repeat domains 4","1","ANKRD38; FLJ10884; KIAA0172; dJ1078M7.1; RP5-1155K23.5; KANK4","17043662","18244","NA"
"KIAA1324","57535","KIAA1324 KIAA1324","1","EIG121; MGC150624; RP11-352P4.1","159300340","23249","NA"
"KIF1A","547","KIF1A kinesin family member 1A","2","ATSV; UNC104; C2orf20; FLJ30229; HUNC-104; MGC133285; MGC133286; DKFZp686I2094; KIF1A","17043662","99729","AR,ESR1,GIT1,KIF1A,PPARG,RXRA"
"KIF26A","26153","KIF26A kinesin family member 26A","14","FLJ22753; KIAA1236; DKFZp434N178","17043662","18970","NA"
"KLK10","5655","KLK10 kallikrein-related peptidase 10","19","NES1; PRSSL1; KLK10","16647913","26428","C1orf103"
"KLK6","5653","KLK6 kallikrein-related peptidase 6","19","hK6; Bssp; Klk7; SP59; PRSS9; PRSS18; MGC9355; KLK6","15867230","68279","SERPINC1,SERPINF2,SNCA"
"KLRT32","3882","KRT32 keratin 32","17","HA2; HKA2; hHa2; KRTHA2","17043662","68246","NA"
"KRAS","3845","KRAS v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog","12","NS; NS3; KRAS1; KRAS2; RASK2; KI-RAS; C-K-RAS; K-RAS2A; K-RAS2B; K-RAS4A; K-RAS4B; KRAS","8467512","37990","BCL2,CALM1,EPB42,FNTA,FNTB,HNRNPC,PGGT1B,PIK3CG,RAF1,RALGDS,RAP1GDS1,RASGRP2,RASSF2,RASSF5,SHOC2"
"KYNU","8942","KYNU kynureninase","2","KYNU","15604243","2925","NA"
"LAMB1","3912","LAMB1 laminin; beta 1","7","CLM; MGC142015; LAMB1","18949382","1722","ACHE,ATXN7L2,COL6A1,GFI1B"
"LCN2","3934","LCN2 lipocalin 2","9","24p3; MSFI; NGAL; LCN2","17043662","4064","HGF,LCN2,LRP2,MMP2,MMP9"
"LDB2","9079","LDB2 LIM domain binding 2","4","LDB1; CLIM1","17043662","989","LHX9,LMO4,RLIM"
"LGALS3","3958","lectin; galactoside-binding; soluble; 3","14","L31; GAL3; MAC2; CBP35; GALBP; GALIG; LGALS2","21153652","37608","CSNK1A1,CSNK2A1,CSNK2A2,CUBN,CYHR1,ELN,FCGR2A,GEMIN4,LGALS3BP,LIM2,MMP2,MYOC,SUFU"
"LIMS1","3987","LIMS1 LIM and senescent cell antigen-like domains 1","2","PINCH; PINCH1; LIMS1","20714146","123779","EHMT2,ILK,LPXN,NCK2,PARVA,RBBP8,RSU1,SMURF1,TGFBR1,TMSB4X"
"LMOD1","25802","LMOD1 leiomodin 1 (smooth muscle)","1","1D; D1; 64kD; SM-LMOD; FLJ55689","17043662","8118","ACTB"
"LOX","4015","LOX lysyl oxidase","5","MGC105112; LOX","18949382","1741","DHDDS,DPT,ELN,HIST1H1B,HIST1H2BJ,LOX"
"LOXL3","84695","LOXL3 lysyl oxidase-like 3","2","LOXL; LOXL3","18949382","56591","C20orf3"
"LRCH2","57631","LRCH2 leucine-rich repeats and calponin homology (CH) domain containing 2","X","KIAA1495; MGC150671; dA204F4.4; LRCH2","159300340","32491","NA"
"LRP1","4035","LRP1 low density lipoprotein receptor-related protein 1","12","APR; LRP; A2MR; CD91; APOER; TGFBR5; IGFBP3R; FLJ16451; MGC88725; LRP1","11006321","1744","A2M,ANAPC10,APBA2,APBB1,APOE,APP,BACE1,C3,C4BPA,CALR,CANX,CAV1,CD82,CTGF,CTSG,DAB1,DLG4,ELANE,F8,F9,FURIN,GIPC1,GTPBP1,GULP1,HSP90B1,ITGB1BP1,KAT5,LIPC,LPL,LRP1,LRPAP1,LTF,MAPK8IP1,MAPK8IP2,MDK,MMP13,MMP14,MMP15,MMP16,MMP17,NOS1AP,PDGFB,PLAT,PLAUR,PRKACA,SCN3A,SERPINA1,SERPINE1,SHC1,SKIL,SNX17,SRC,SYNJ2BP,THBS1,WNT3A"
"LRRN1","57633","LRRN1 leucine rich repeat neuronal 1","3","NLRR-1; FIGLER3; KIAA1497; LRRN1","159300340","32036","NA"
"LTBP4","8425","LTBP4 latent transforming growth factor beta binding protein 4","19","LTBP-4; LTBP4L; LTBP4S; FLJ46318; FLJ90018","17043662","2645","ATN1,GFI1B,TGFB1"
"MAPRE1","22919","MAPRE1 microtubule-associated protein; RP/EB family; member 1","20","EB1; MGC117374; MGC129946; MAPRE1","18949382","56129","APC,APC2,CLASP1,DCTN1,PIK3R4,TERF1"
"MARCO","8685","MARCO macrophage receptor with collagenous structure","2","SCARA2; MARCO","18949382","4928","SCGB3A1,SCGB3A2"
"MASP1","5648","MASP1 mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)","3","MAP1; MASP; RaRF; CRARF; MASP3; MAp44; PRSS5; CRARF1; FLJ26383; MGC126283; MGC126284; DKFZp686I01199","17043662","89143","C2,C3,C4B,FCN2,MBL2,SERPING1"
"MDM2","4193","MDM2 Mdm2 p53 binding protein homolog (mouse) ","12","HDMX; hdm2; MGC5370; MGC71221; MDM2","18398041; 17123590","1793","ABL1,ADRBK1,AKT1,AR,ARRB2,ATM,CASP3,CCAR1,CCNG1,CDKN2A,CHEK2,COPS5,CREBBP,CTBP2,DAXX,DHFR,EID1,EP300,ESR1,GTF2E2,HDAC1,HIF1A,HIPK2,IGF1R,JMY,KAT2B,KAT5,MDM4,MED1,MTBP,NPM1,NR3C1,NUMB,PIAS1,PJA1,PML,POLE,PPM1D,PSMD10,PSME3,RANBP2,RASSF1,RB1,RPL11,RPL5,SUMO1,TAF1,TBP,TCAP,TP53,TP73,TSG101,UBB,UBE2A,UBQLN4,USP2,USP7"
"MED13L","23389","MED13L mediator complex subunit 13-like","12","THRAP2; FLJ21627; KIAA1025; TRAP240L; PROSIT240; DKFZp781D0112; MED13L","159300340","25256","MED13"
"MEG3","55384","MEG3 maternally expressed 3 (non-protein coding)","14","GTL2; FP504; prebp1; PRO0518; PRO2160; FLJ31163; FLJ42589; FLJ44703; NCRNA00023","17043662","0","NA"
"MGC16121","84848","MGC16121 hypothetical protein MGC16121","X","-","17043662","0","NA"
"MLH1","4292","MLH1 mutL homolog 1; colon cancer; nonpolyposis type 2 (E. coli)","3","FCC2; COCA2; HNPCC; hMLH1; HNPCC2; MGC5172; MLH1","10072435; 10550333; 12700670","208","AP2B1,BLM,BRCA1,CASP3,EXO1,FRMD6,MBD4,MLH3,MSH4,MYC,PMS1,PMS2,RAD9A,TRIM29,UBOX5,ZC3H11A"
"MLH3","27030","MLH3 mutL homolog 3 (E. coli)","14","HNPCC7; MGC138372; MLH3","16885347","91153","MLH1,MLH3,MSH4"
"MME","4311","MME membrane metallo-endopeptidase","3","NEP; SFE; CD10; CALLA; MGC126681; MGC126707; DKFZp686O16152","17043662","5275","ADCYAP1,ADM,CSNK2B,EDN1,EDN2,GAST,LYN,NDRG1,NPPA,NPPC,PIK3CB,PIK3R1,SHC1,VIP"
"MMP10","4319","MMP10 matrix metallopeptidase 10","11","SL-2; STMY2; MMP10","18949382","20546","BCAN,HAPLN1,MMP9"
"MMP26","56547","MMP26 matrix metallopeptidase 26","11","MGC126590; MGC126592; MMP26","15350356","49684","IGFBP1,MMP9,SERPINA1"
"MMP7","4316","matrix metallopeptidase 7 (matrilysin; uterine)","11","MMP-7; MPSL1; PUMP-1","20113256","37619","BCAN,CD151,CD44,DCN,FASLG,HAPLN1,HBEGF,MBP,MMP1,MMP9,NGF,PLG,SERPINA1,SPP1,TFPI,TNFSF11"
"MMP9","4318","MMP9 matrix metallopeptidase 9 (gelatinase B; 92kDa gelatinase; 92kDa type IV collagenase)","20","GELB; CLG4B; MMP-9; MANDP2; MMP9","18949382","3659","AREG,BTC,CD44,COL1A1,COL1A2,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,CXCL1,CXCL5,EPHB2,FN1,HAPLN1,IL8,KISS1,LCN2,MMP10,MMP26,MMP7,MMP9,PLG,PRSS2,PZP,RECK,TFPI,THBS1,THBS2,TIMP3"
"MRPL3","11222","MRPL3 mitochondrial ribosomal protein L3","3","MRL3; RPML3; MRPL3","15604243","31431","NA"
"MS4A6","64231","MS4A6A membrane-spanning 4-domains; subfamily A; member 6A","11","CDA01; MS4A6; 4SPAN3; CD20L3; MST090; MSTP090; 4SPAN3.2; MGC22650; MGC131944; MS4A6A","15604243","83320","NA"
"MSX2","4488","MSX2 msh homeobox 2","5","FPP; MSH; PFM; CRS2; HOX8; PFM1; MSX2","159300340","1837","CEBPA,DLX2,DLX5,GTF2F1,GTF2F2,MAGED1,MSX1,MSX2,PIAS2,RUNX2,SPEN,XRCC5,XRCC6,ZBTB17"
"MT1E","4493","MT1E metallothionein 1E","16","MT1; MTD; MT1E","19420986","81614","NA"
"MTHFR","4524","MTHFR methylenetetrahydrofolate reductase (NAD(P)H)","1","MTHFR","9450474","4349","NAA38"
"MUM1L1","139221","MUM1L1 melanoma associated antigen (mutated) 1-like 1","X","FLJ33516; MGC129994; MGC129995","17043662","51851","NA"
"MVD","4597","MVD mevalonate (diphospho) decarboxylase","16","MPD; FP17780; MVD","18949382","1843","BTAF1,EEF1G,EIF4EBP1,GNB5,HSPA9,MVD"
"NCOA3","8202","nuclear receptor coactivator 3","20","ACTR; AIB1; RAC3; SRC3; pCIP; AIB-1; CTG26; SRC-3; CAGH16; KAT13B; TNRC14; TNRC16; TRAM-1; bHLHe42; MGC141848","16980945","4764","AR,ATAD2,BMP6,BMP7,CCND1,CHUK,CREBBP,DDX17,DDX5,E2F1,EP300,ESR1,ESR2,ESRRA,ESRRB,GTF2B,IKBKB,IKBKG,JUN,KAT2B,MAPK1,MAPK14,MMS19,NCOA3,NCOR2,NPAS2,NR1H2,NR1H3,NR1I2,NR4A1,PGR,PIN1,PPARG,PRMT1,PSMB9,PSME3,RARA,RARB,RARG,RELA,RXRA,RXRB,SMARCE1,SUFU,SUMO1,TBP,THRB,YWHAH"
"NDC80","10403","NDC80 NDC80 homolog; kinetochore complex component (S. cerevisiae)","18","HEC; HEC1; TID3; KNTC2; hsNDC80; NDC80","159300340","38141","AMOTL2,AURKA,AURKB,CALCOCO1,CCDC53,KLHL12,MAD1L1,MAD2L1,MIS12,NDC80,NEK2,NUF2,PLDN,PSMC2,RB1,SMC1A,SPC25,TOM1L1,USHBP1,ZWINT"
"NDN","4692","NDN necdin homolog (mouse)","15","PWCR; HsT16328","17043662","20559","ARSE,E2F1,E2F4,HIF1A,HNRNPU,IL1A,NDN,NGFR,NUBP1,NUCB1,NUCB2,PJA1,TP53"
"NDRG1","10397","NDRG1 N-myc downstream regulated 1","8","GC4; RTP; DRG1; NDR1; NMSL; TDD5; CAP43; CMT4D; HMSNL; RIT42; TARG1; PROXY1; NDRG1","18377423","55953","ACSL3,ACTG1,AP1M2,AP2M1,ARL4D,ATP1A1,CANX,CDH1,CLTC,CNDP2,COPB2,CTNNB1,DDX1,DDX5,DLST,EEF1G,EEF2,EIF2S3,EIF3E,EWSR1,FASN,HNRNPF,HNRNPH1,HNRNPU,HSD17B4,HSP90AA1,HSPA5,ILF3,KIF5B,LDHA,MAOA,MME,NCL,PABPC1,PHYHIP,PKM2,PPP2R2A,PRKACA,PSMC2,PSMC3,PSMD2,RPL24,RPL3,RPL4,RPN2,RPS16,RPS20,RPS26,RPS3,RPS6,RPS8,RUVBL2,S100B,SEC23A,SHMT2,TARS,TLE3,UPF1,VCP,XRCC5,ZNF155"
"NDUFA2","4695","NDUFA2 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex; 2; 8kDa","5","B8; CD14; CIB8; NDUFA2","15604243","37628","NA"
"NFE2L2","4780","NFE2L2 nuclear factor (erythroid-derived 2)-like 2","2","NRF2; NFE2L2","21228930","2412","ATF4,CASP1,CASP3,CHD6,COPS7A,CREBBP,EIF2AK3,JUN,JUND,KEAP1,MAFF,MAFG,MAFK,NFE2,PMF1,PPARG,PRKCD"
"NFIB","4781","NFIB nuclear factor I/B","9","NFIB2; NFIB3; NFI-RED; HMGIC/NFIB; NFIB","18949382","4087","NFIC,NFIX,RFX1"
"NFKB1","4790","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1","4","p50; KBF1; p105; EBP-1; MGC54151; NFKB-p50; NF-kappaB; NFKB-p105; NF-kappa-B; DKFZp686C01211","17704737","2971","AR,ATF3,BCL3,BRCA1,BTRC,CDK9,CEBPB,CFLAR,CHUK,CTNNB1,E2F1,ELF1,ELF3,ESR1,ETS1,FBXW11,FOS,G3BP2,GSK3B,HDAC1,HMGA2,HMGB1,IKBKB,IKBKG,IL2RA,IRF1,IRF2,ITGB3BP,KAT5,KLF5,KPNA3,LYL1,MAP3K8,MEN1,MTPN,NCF1,NCOA1,NCOR2,NFKB1,NFKB2,NFKBIA,NFKBIB,NFKBIE,NFKBIZ,NFRKB,NKRF,NOTCH1,NR3C1,PARP1,PDCD11,PPP4C,PRKACA,REL,RELA,RELB,RIPK1,RPS3,RSF1,RXRA,SIN3A,SPAG9,SPI1,STAT3,STAT6,TNFSF11,TNIP2,TP53BP1,TRIP4,TSC22D3,TXN,UBE2D3,UBE2K,UNC5CL"
"NGFRAP1","27018","NGFRAP1 nerve growth factor receptor (TNFRSF16) associated protein 1","X","Bex; BEX3; NADE; HGR74; DXS6984E; NGFRAP1","18949382","7642","CCDC85B,DIABLO,NGFR,NTRK3,PTPN13,SMPD1,TRAF1,TRAF2,TRAF3,TRAF4,TRAF5,TRAF6,VTA1,YWHAE"
"NID","4811","NID1 nidogen 1","1","NID","17043662","1878","NA"
"NKX2-1","7080","NK2 homeobox 1","14","BCH; BHC; NK-2; TEBP; TTF1; NKX2A; TITF1; TTF-1; NKX2.1","17504987","2488","CALR,CREBBP,GATA6,HIPK2,MAPK1,NCOA1,NCOA2,PAX8,RARA,RELA,TDG,WWTR1"
"NME1","4830","NME1 non-metastatic cells 1; protein (NM23A) expressed in","17","NB; AWD; NBS; GAAD; NDKA; NM23; NDPKA; NDPK-A; NM23-H1; NME1","8519661; 20599259","56418","APEX1,AURKA,GORASP2,ITGB1,KSR1,MIF,NME1,NME3,NME4,POLR1C,PRUNE,RORA,RORB,RRAD,SET,TERF1,TIAM1,WDYHV1"
"NME2","4831","NME2 non-metastatic cells 2; protein (NM23B) expressed in","17","PUF; NDKB; NDPKB; NM23B; NDPK-B; MGC2212; NM23-H2; MGC111212; NME2","8519661","39553","DNM1,HERC5,MOBKL3,NME2,NME3,PPP2CA,RORA,RORB,TBXA2R,TERF1,VIM"
"NPDC1","56654","NPDC1 neural proliferation; differentiation and control; 1","9","CAB; CAB-; CAB1; CAB-1; NPDC-1; DKFZp586J0523; NPDC1","159300340","32050","CCND1,CCND2,CCND3,CDK2,E2F1,HNRNPK,KRTAP4-12,MADD,MDFI,NPDC1,PLSCR1,TFDP1"
"NPR1","4881","NPR1 natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)","1","ANPa; NPRA; ANPRA; GUC2A; GUCY2A; NPR1","159300340","37367","ATF7IP,NPPA,NPPB,NPR1,PRKG1"
"NPTX1","4884","NPTX1 neuronal pentraxin I","17","NP1; MGC105123; DKFZp686J2446; NPTX1","15604243","1891","NPTX1,NPTXR,RCN2"
"NR3C1","2908","NR3C1 nuclear receptor subfamily 3; group C; member 1 (glucocorticoid receptor)","5","GR; GCR; GRL; GCCR; NR3C1","159300340","30960","ADA,AR,BAG1,CALM1,CALR,CEBPA,CEBPB,CHD9,COPS6,CREB1,CREBBP,DAP3,DCAF6,DDX54,ECD,ETS1,ETS2,FKBP4,FYN,GRIP1,HNRNPU,HSP90AA1,HSPA1A,IDE,IFNGR2,JUN,KDM5A,KPNA2,LCK,MAPK1,MAPK15,MAPK8,MDM2,MED14,NCL,NCOA1,NCOA2,NCOA6,NCOR1,NCOR2,NFKB1,NFKB2,NR2F2,NR2F6,NR3C1,NR3C2,NRIP1,ONECUT1,PBX1,PELP1,POU1F1,POU2F1,POU2F2,PPARGC1A,PRKACA,PRKDC,PRPF6,PSMC3IP,PTGES3,PTMS,RAF1,RARA,RELA,RNF14,SFN,SLC25A4,SMAD3,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCD1,SMARCE1,STAT3,STAT5A,STAT5B,SUMO1,SUMO4,SYT1,TBP,TGFB1I1,TP53,TRIM24,TRIM28,TSG101,TXN,UBB,UBE2I,YWHAH,ZBTB16"
"NSDHL","50814","NSDHL NAD(P) dependent steroid dehydrogenase-like","X","H105E3; XAP104; SDR31E1; NSDHL","18949382","5951","NA"
"NT5E","4907","NT5E 5'-nucleotidase; ecto (CD73)","6","NT; eN; NT5; NTE; eNT; CD73; E5NT; NT5E","159300340","1895","ACTB,FN1,LAMA1"
"NUP107","57122","NUP107 nucleoporin 107kDa","12","NUP84; NUP107","18949382","5555","NUP133,NUP214"
"OGN","4969","OGN osteoglycin","9","OG; OIF; SLRR3A; DKFZp586P2421","17043662","8542","NA"
"OLFM1","10439","OLFM1 olfactomedin 1","9","AMY; NOE1; OlfA; NOELIN1","17043662","8612","NA"
"OSR2","107587","Osr2 odd-skipped related 2 (Drosophila)","15","Osr2A; Osr2B; 5430409I15Rik","17043662","14200","NA"
"P2RY14","9934","P2RY14 purinergic receptor P2Y; G-protein coupled; 14","3","P2Y14; GPR105; KIAA0001","17043662","15769","NA"
"PA2G4","5036","PA2G4 proliferation-associated 2G4; 38kDa","12","EBP1; HG4-1; p38-2G4; PA2G4","18949382","4513","AR,ERBB3,EXOSC5,HDAC2,PRKCA,PRKCB,PRKCG,RB1,SIN3A,SUMO4"
"PAFAHIB3","5050","PAFAH1B3 platelet-activating factor acetylhydrolase 1b; catalytic subunit 3 (29kDa)","19","PAFAHG; FLJ44990; PAFAH1B3","18949382","1933","NA"
"PAK3","5063","PAK3 p21 protein (Cdc42/Rac)-activated kinase 3","X","bPAK; MRX30; MRX47; OPHN3; hPAK3; CDKN1A; PAK3beta","17043662","55664","ARHGEF6,ARHGEF7,GIT1,GIT2,MYO6,NCK1,PAK3,PXN,RAF1,SYN1"
"PAPPA","5069","PAPPA pregnancy-associated plasma protein A; pappalysin 1","9","PAPA; DIPLA1; PAPP-A; PAPPA1; ASBABP2; IGFBP-4ase","17043662","31097","ATF7IP,C3,IGFBP4,PAPPA,PLG,PRG2,SKIL,SMAD2,SMAD3,SMAD9,TNNI3"
"PARM1","25849","PARM1 prostate androgen-regulated mucin-like protein 1","4","WSC4; Cipar1; PARM-1; DKFZP564O0823","17043662","41036","NA"
"PARP1","142","PARP1 poly (ADP-ribose) polymerase 1","1","PARP; PPOL; ADPRT; ADPRT1; PARP-1; ADPRT 1; pADPRT-1; PARP1","18949382","1222","APTX,BCL2,BUB3,CASP1,CDKN1A,CENPA,CENPB,CTSG,E2F1,ERCC6,GZMB,H2AFY,LIG3,MED6,MYBL2,NCL,NCOA6,NEDD8,NFKB1,NPM1,PARP1,PARP2,PARP3,PCNA,POLA1,POU2F1,PRKDC,RARA,RBM14,RELA,RPS3A,RXRA,SFRS12,SWAP70,TCF4,TP53,WRN,XRCC1,XRCC5,XRCC6,ZNF423"
"PAWR","5074","PRKC; apoptosis; WT1; regulator","12","PAR4; Par-4","17043662","1940","AATF,ATP5C1,DAPK3,HSPA5,PAWR,PML,PRKCZ,RRAS2,SLC5A7,TFPT,THAP1,WT1"
"PDGFRA","5156","PDGFRA platelet-derived growth factor receptor; alpha polypeptide","4","CD140A; PDGFR2; MGC74795; RHEPDGFRA","15604243","31361","CAV1,CBL,CRK,CRKL,GRB14,ITGAV,ITGB3,JAK1,PDGFA,PDGFB,PDGFC,PDGFRA,PDGFRB,PIK3R1,PLCG1,PTPN11,SHB,SHF,SLC9A3R1,SNX2,SNX4,SNX6,STAT1,STAT3,STAT5A,STAT5B"
"PDYN","5173","PDYN prodynorphin","20","ADCA; PENKB; SCA23; MGC2641","15604243","10321","NRD1"
"PEG3","5178","PEG3 paternally expressed 3","19","PW1; ZNF904; ZSCAN24; KIAA0287; DKFZp781A095","17043662","31363","SIAH1,SIAH2,TRAF2,USP7"
"PGGT1B","5229","PGGT1B protein geranylgeranyltransferase type I; beta subunit","5","BGGI; GGTI; PGGT1B","15604243","3685","CDC42,GNG2,KRAS,RHOB,RRAS2"
